mRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mgi_symbol	foldChange	absFoldChange	regulation	val.sig.up	val.sig.down	val.nsig.up	val.nsig.down	pred.sig.up	pred.sig.down	pred.nsig.up	pred.nsig.down	val.sig.up.freq	val.sig.down.freq	val.nsig.up.freq	val.nsig.down.freq	pred.sig.up.freq	pred.sig.down.freq	pred.nsig.up.freq	pred.nsig.down.freq
ENSMUSG00000083326	5.823181433442	-1.23507471979023	0.343698221512512	-3.59348592016287	0.000326283287890189	0.0174840165616077	Rpl38-ps1	0.424820496776275	2.3539353858593	Down					0	0	0	0					0	0	0	0
ENSMUSG00000066543	24.8715458887318	-1.23156495873629	0.330363911407281	-3.72790403615843	0.000193078866150126	0.0124824782298662	Rpl17-ps9	0.425855250154138	2.34821573677453	Down					0	0	0	0					0	0	0	0
ENSMUSG00000084111	291.446729243978	-1.23057525817421	0.274097874746376	-4.4895468792411	7.13748387342677e-06	0.00145325734866531	Gm15710	0.426147490556443	2.34660539404854	Down					0	0	0	0					0	0	0	0
ENSMUSG00000037762	193.545537077831	1.22549157233529	0.281453588069305	4.35415153433228	1.33583283244652e-05	0.00227528296095746	Slc16a9	2.338351112399	2.338351112399	Up			mmu-miR-34b-5p	mmu-miR-491-5p	0	0	1	1			mmu-miR-20a-5p		0	0	1	0
ENSMUSG00000006191	531.380629584878	-1.22228004772891	0.292197834661061	-4.18305648687203	2.87615892139298e-05	0.00358760644501886	Cdkal1	0.428604811921221	2.33315159369653	Down					0	0	0	0					0	0	0	0
ENSMUSG00000044505	19.4398611783843	-1.2190982204071	0.339488856512958	-3.59098155070243	0.000329434957737635	0.0174840165616077	Lingo4	0.429551132122288	2.32801155722553	Down					0	0	0	0					0	0	0	0
ENSMUSG00000099471	140.955903696625	-1.21836655404576	0.284853130045253	-4.27717453500407	1.892803990444e-05	0.00284145168531568	Gm8451	0.429769035292681	2.32683119973727	Down					0	0	0	0					0	0	0	0
ENSMUSG00000058603	106.36763132616	-1.21826379426668	0.305297911665917	-3.99040985121382	6.59592163310773e-05	0.00575567269994435	Rpl28-ps1	0.429799647821816	2.32666547091861	Down					0	0	0	0					0	0	0	0
ENSMUSG00000059751	38.2978518831644	-1.21754505883795	0.291703101152102	-4.17391880315693	2.99404500989268e-05	0.0036576905727751	Rps3a3	0.430013822811384	2.32550663944267	Down					0	0	0	0					0	0	0	0
ENSMUSG00000082609	18.7077882741804	-1.21709866633618	0.334516241190301	-3.63838437860419	0.000274353747496879	0.0156266954442435	Gm15464	0.43014689642758	2.32478720247691	Down					0	0	0	0					0	0	0	0
ENSMUSG00000113237	8.25404238060371	-1.21341175219047	0.34385262644238	-3.52887155391207	0.000417335638511271	0.0203655192853682	Gm6109	0.431247574547905	2.31885362149188	Down					0	0	0	0					0	0	0	0
ENSMUSG00000094989	60.0533204598504	-1.2105497111001	0.316149163286322	-3.82904606963568	0.000128640926278395	0.00933912036104707	Rpl9-ps4	0.432103939416429	2.31425800317982	Down					0	0	0	0					0	0	0	0
ENSMUSG00000072844	21.0961525165825	-1.20926052661585	0.344304920515237	-3.51217904410498	0.000444448470478007	0.0212074549347831	G530011O06Rik	0.432490237730554	2.31219091845262	Down					0	0	0	0					0	0	0	0
ENSMUSG00000075581	62.4568552114248	-1.20510146126511	0.294125332790928	-4.09723790137358	4.18109148392917e-05	0.00433121956411235	Gm16409	0.433738838696231	2.30553483060425	Down					0	0	0	0					0	0	0	0
ENSMUSG00000043621	11.4113996428601	1.19671823844578	0.329282572409504	3.63431999965524	0.00027871476180151	0.0157591140631831	Ubxn10	2.29217666053247	2.29217666053247	Up					0	0	0	0					0	0	0	0
ENSMUSG00000025196	9.6308037447033	1.19110141173002	0.311386420229167	3.82515528729036	0.00013068968270311	0.00941071967236945	Cpn1	2.28326990708591	2.28326990708591	Up					0	0	0	0			mmu-miR-488-5p	mmu-miR-1955-5p	0	0	1	1
ENSMUSG00000080893	371.613165341537	-1.19020398726329	0.343707572489025	-3.46283900189978	0.00053450811702129	0.0236706919622878	Gm15920	0.438240891996626	2.2818500470004	Down					0	0	0	0					0	0	0	0
ENSMUSG00000105868	14.0514606722042	-1.18811905650997	0.294028988714615	-4.04082285118886	5.32639827331289e-05	0.00512781625073177	Gm43766	0.438874679754835	2.27855478142102	Down					0	0	0	0					0	0	0	0
ENSMUSG00000066902	131.187982312925	-1.18616343262189	0.284028381304805	-4.17621445847328	2.96400394191447e-05	0.00364613651576895	Rps23-ps2	0.439469993217738	2.27546821269443	Down					0	0	0	0					0	0	0	0
ENSMUSG00000020312	263.362156833098	1.18409091998818	0.321488956111353	3.68314648910692	0.000230372683609717	0.0139503301420768	Shc2	2.27220172133478	2.27220172133478	Up					0	0	0	0					0	0	0	0
ENSMUSG00000050663	14.3148850981619	-1.18343217365192	0.343646096658772	-3.44375270127692	0.000573700188238142	0.0250308500848533	Trhde	0.440302770230873	2.27116445230551	Down		mmu-miR-541-5p		NA	0	1	0	0		mmu-miR-493-5p	mmu-miR-467d-3p	NA	0	1	1	0
ENSMUSG00000108443	283.713852245865	-1.18312729806912	0.262572229380503	-4.50591176706127	6.60885464659455e-06	0.00141047290614188	Gm44510	0.440395826451807	2.27068455225116	Down					0	0	0	0					0	0	0	0
ENSMUSG00000089718	39.0674563132078	-1.18062457803705	0.344352587578755	-3.42853406834656	0.000606850365423975	0.0260916198376706	2310075C17Rik	0.441160467620157	2.26674888934294	Down					0	0	0	0					0	0	0	0
ENSMUSG00000029828	23.0981873484173	-1.17701984482643	0.321451998249165	-3.66157264922054	0.000250671754480233	0.0147033094664333	4921507P07Rik	0.442264134110277	2.26109223623061	Down					0	0	0	0			mmu-miR-133a-3p	mmu-miR-149-5p	0	0	1	1
ENSMUSG00000057133	1041.88591587352	1.17516922152426	0.284896840093988	4.12489384275576	3.7090579341068e-05	0.00422364306167195	Chd6	2.25819366985895	2.25819366985895	Up					0	0	0	0					0	0	0	0
ENSMUSG00000073198	78.2168617275138	-1.1708202864819	0.323968367613661	-3.61399569688274	0.000301514067037475	0.0164846301959933	Bnip3l-ps	0.44416872364854	2.25139670300441	Down					0	0	0	0					0	0	0	0
ENSMUSG00000059835	91.1697878540831	-1.16882720628589	0.283499271341317	-4.12285788515725	3.74200581937167e-05	0.00422364306167195	Rpl13-ps3	0.444782765867085	2.24828855059288	Down					0	0	0	0					0	0	0	0
ENSMUSG00000082465	117.752557933815	-1.16747156990987	0.273757504123109	-4.2646194253176	2.00243218219533e-05	0.00287892994007488	Rps6-ps3	0.445200904876074	2.24617692607422	Down					0	0	0	0					0	0	0	0
ENSMUSG00000113864	9.25319443811173	1.16361920910845	0.332006021608278	3.5048135677532	0.000456927131306457	0.0214127174708005	ENSMUSG00000113864	2.24018706611588	2.24018706611588	Up					0	0	0	0					0	0	0	0
ENSMUSG00000080059	17.197470005298	-1.15969506124369	0.311633752651781	-3.7213397181002	0.000198168630850033	0.0126486254982763	Rps19-ps3	0.447607135039892	2.23410200981465	Down					0	0	0	0					0	0	0	0
ENSMUSG00000045690	142.917453657781	-1.15920907430082	0.344486311647071	-3.36503667956607	0.000765334841399406	0.0302179329402876	Wdr89	0.447757941592869	2.23334955588407	Down	mmu-miR-384-5p		mmu-miR-30b-5p,mmu-miR-30d-5p,mmu-miR-30a-5p,mmu-miR-30e-5p,mmu-miR-30c-5p,mmu-miR-674-5p,mmu-miR-335-3p		1	0	7	0					0	0	0	0
ENSMUSG00000034457	919.39913063699	1.1585711946655	0.28565039469138	4.05590615730546	4.99403087282681e-05	0.00486067378468429	Eda2r	2.23236231099519	2.23236231099519	Up					0	0	0	0					0	0	0	0
ENSMUSG00000103774	15.0467218945365	-1.15574306153911	0.344372373450159	-3.35608530370797	0.000790541809042997	0.0307894096113741	Gm36932	0.448834954002079	2.22799046973371	Down					0	0	0	0					0	0	0	0
ENSMUSG00000060377	23.2349167519196	-1.15447907804612	0.339295431954881	-3.40257772229493	0.000667533657619118	0.0281540266930121	Rpl36a-ps1	0.449228362554479	2.22603932288164	Down					0	0	0	0					0	0	0	0
ENSMUSG00000021913	49.8925217297452	1.15079769421907	0.31523995004765	3.65054522450319	0.000261684226349379	0.0152482710051082	Ogdhl	2.22036628860875	2.22036628860875	Up					0	0	0	0					0	0	0	0
ENSMUSG00000064246	8.22316987989095	-1.14879784725932	0.306553705607131	-3.74746031852435	0.000178634085431406	0.0119203565571686	Chil1	0.451000879729723	2.21729057512988	Down					0	0	0	0				mmu-miR-26b-3p	0	0	0	1
ENSMUSG00000060429	277.033197128957	-1.14861227729388	0.338163492136753	-3.39661821575162	0.000682240811831953	0.0284616709687062	Sntb1	0.451058894485494	2.21700538937529	Down					0	0	0	0				mmu-miR-672-5p	0	0	0	1
ENSMUSG00000049336	28.2372868902811	-1.14681381363735	0.335171834595686	-3.42156975994339	0.000622607505668575	0.0266536799943849	Tenm2	0.451621535130216	2.21424339233883	Down				mmu-let-7b-5p	0	0	0	1	mmu-miR-195a-5p		mmu-miR-29a-3p,mmu-miR-669d-5p,mmu-miR-199a-5p,mmu-miR-15a-5p,mmu-miR-322-5p,mmu-miR-16-5p,mmu-miR-499-5p,mmu-let-7g-5p,mmu-miR-29c-3p,mmu-miR-98-5p	mmu-let-7b-5p,mmu-let-7c-5p,mmu-let-7e-5p,mmu-miR-145a-5p,mmu-miR-423-3p,mmu-let-7a-5p,mmu-miR-15b-5p,mmu-let-7i-5p	1	0	11	8
ENSMUSG00000113625	164.000868951166	-1.14633946386359	0.337519086005984	-3.39636930589243	0.000682861587540936	0.0284616709687062	Gm3379	0.451770050089392	2.21351548160868	Down					0	0	0	0					0	0	0	0
ENSMUSG00000103657	3.54866627074386	-1.14554319415792	0.310415485076319	-3.69035453845441	0.000223941716858713	0.0138219636670218	Gm37204	0.452019465306312	2.21229410844586	Down					0	0	0	0					0	0	0	0
ENSMUSG00000051379	11.6552022085124	-1.14510998604039	0.343270044589374	-3.33588672850901	0.000850278002482039	0.0323910205074556	Flrt3	0.452155216729128	2.21162990716763	Down			mmu-miR-653-5p		0	0	1	0				mmu-miR-675-5p,mmu-miR-101a-3p,mmu-miR-148a-5p	0	0	0	3
ENSMUSG00000071141	253.796011992709	-1.14436754291614	0.311497165750414	-3.67376550653131	0.000239002084838064	0.0142760460810195	Rpl36a-ps3	0.45238796579688	2.21049204577868	Down					0	0	0	0					0	0	0	0
ENSMUSG00000040875	59.6443736202422	1.14353236174063	0.320279707471575	3.5704177787852	0.000356412318904355	0.0182999646871645	Osbpl10	2.20921275457616	2.20921275457616	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038764	2456.12347157284	1.14286187690032	0.284460321713117	4.01764952671648	5.87815356490553e-05	0.00542320897128837	Ptpn3	2.20818627325318	2.20818627325318	Up			mmu-miR-143-3p	mmu-miR-329-3p,mmu-miR-425-5p	0	0	1	2			mmu-miR-106b-5p,mmu-miR-20a-5p		0	0	2	0
ENSMUSG00000107605	37.6091362002867	-1.14130048238859	0.343655016999392	-3.32106451508784	0.000896748059273704	0.0332592189681556	Gm44117	0.453350731413137	2.20579769857855	Down					0	0	0	0					0	0	0	0
ENSMUSG00000064368	158407.979565629	-1.1399585338955	0.333246002924731	-3.42077181388724	0.000624437010142809	0.0266536799943849	mt-Nd6	0.453772619855256	2.20374689049987	Down					0	0	0	0					0	0	0	0
ENSMUSG00000040998	178.412319051229	1.1369387307194	0.343978761707461	3.30525851385649	0.000948888343604088	0.0342521866878465	Npnt	2.19913890223152	2.19913890223152	Up			mmu-miR-340-5p		0	0	1	0				mmu-miR-101a-3p	0	0	0	1
ENSMUSG00000087361	15.0766208402344	-1.13449004000529	0.344434843330908	-3.29377257258307	0.000988524456805635	0.0347776170228638	0610043K17Rik	0.455495895817327	2.19540946292311	Down					0	0	0	0					0	0	0	0
ENSMUSG00000051285	995.317885094049	-1.13446534573951	0.3008836867883	-3.77044484481376	0.000162956815671192	0.011275847784373	Pcmtd1	0.455503692498306	2.19537188494629	Down			mmu-miR-340-5p		0	0	1	0			mmu-miR-32-5p		0	0	1	0
ENSMUSG00000082895	26.1248153759401	-1.13329884753198	0.335054095998804	-3.38243543674219	0.000718461638087254	0.0294602533728648	Rpsa-ps9	0.455872141196174	2.1935975235865	Down					0	0	0	0					0	0	0	0
ENSMUSG00000032068	5.94587986288072	-1.13279036757846	0.33430196256379	-3.38852443129855	0.000702697685270732	0.0290831467216957	Plet1	0.456032842309605	2.19282452319759	Down			mmu-miR-384-3p	mmu-miR-129-5p	0	0	1	1					0	0	0	0
ENSMUSG00000074516	9.74276884175421	-1.13212083229864	0.313063918737682	-3.61626097591671	0.000298889048369315	0.0164426105677455	Gm10709	0.456244530108322	2.19180709906282	Down					0	0	0	0					0	0	0	0
ENSMUSG00000021477	2380.82726361735	-1.13092333116872	0.322226466225224	-3.50971583562676	0.000448585820893345	0.0212460908636832	Ctsl	0.456623390599544	2.18998855640532	Down			mmu-miR-26a-5p	mmu-miR-329-3p	0	0	1	1					0	0	0	0
ENSMUSG00000091957	329.664340762199	-1.12871573785883	0.245022935266142	-4.60657177513944	4.09361803644937e-06	0.00103591928425234	Rps2-ps10	0.457322644669946	2.18664002680582	Down					0	0	0	0					0	0	0	0
ENSMUSG00000020790	300.645037337612	1.12835112312348	0.325641170997697	3.46501371330426	0.000530204442677319	0.0235389511217695	Ankfy1	2.18608746343555	2.18608746343555	Up			mmu-miR-674-5p	mmu-miR-329-3p	0	0	1	1					0	0	0	0
ENSMUSG00000080823	4.39254567059939	-1.12725254605168	0.343685153850398	-3.27989886505938	0.00103844304933677	0.0356491863875029	Atp5l-ps2	0.457786699907854	2.184423444808	Down					0	0	0	0					0	0	0	0
ENSMUSG00000054909	6.17601872449685	-1.12588355800299	0.337895371439452	-3.33204788573062	0.000862094209868008	0.0326186296897708	Wbscr25	0.458221304547423	2.18235160625646	Down					0	0	0	0					0	0	0	0
ENSMUSG00000108298	12.7992317315855	-1.12268852248151	0.334863442161231	-3.35267569142692	0.000800344267481611	0.0310225346918364	Gm44226	0.459237219655317	2.17752385303298	Down					0	0	0	0					0	0	0	0
ENSMUSG00000111980	24.2867908741196	-1.12252379007371	0.340072365539693	-3.30083800926392	0.000963965215948619	0.0342885137255298	Gm20304	0.459289660101868	2.17727522927079	Down					0	0	0	0					0	0	0	0
ENSMUSG00000104699	4.00184856904741	-1.12093110631624	0.338491544434423	-3.31154832298447	0.000927812143305454	0.0338174162685449	Rps4x-ps	0.459796979449467	2.1748729215171	Down					0	0	0	0					0	0	0	0
ENSMUSG00000081473	72.9776074966622	-1.1207453343353	0.315766617421149	-3.54928378271389	0.000386280546168804	0.0192742658296745	Gm4853	0.459856190088583	2.17459288697923	Down					0	0	0	0					0	0	0	0
ENSMUSG00000062461	9.91072737428761	-1.12025855550342	0.341700267080639	-3.27848311350324	0.00104366608351875	0.0357112517223032	Gm5453	0.460011376057341	2.17385928272206	Down					0	0	0	0					0	0	0	0
ENSMUSG00000044330	17.890047486239	-1.11952962805235	0.334013954744486	-3.35174507576717	0.00080303926735043	0.0310590340214967	Gm9790	0.460243857374724	2.17276120903405	Down					0	0	0	0					0	0	0	0
ENSMUSG00000102649	15.1152984182509	-1.11915542361931	0.341420708412248	-3.2779365634377	0.00104568892826474	0.0357112517223032	Gm38021	0.460363250333421	2.17219771403504	Down					0	0	0	0					0	0	0	0
ENSMUSG00000102437	272.342438223662	1.11888985567229	0.333387664724502	3.35612253859751	0.000790435378416887	0.0307894096113741	Gm38048	2.17179789773273	2.17179789773273	Up					0	0	0	0					0	0	0	0
ENSMUSG00000031861	10.5466396832069	-1.11700425596688	0.338187911224225	-3.30291006536388	0.000956870707562977	0.0342521866878465	Lpar2	0.461050198850947	2.1689612161371	Down					0	0	0	0			mmu-miR-143-3p,mmu-miR-10a-5p,mmu-miR-10b-5p		0	0	3	0
ENSMUSG00000102824	14.9758774970207	-1.11642812227159	0.3421286229407	-3.26318246241882	0.00110168565223587	0.0369607190221707	Pdcd5-ps	0.461234353916768	2.16809522427823	Down					0	0	0	0					0	0	0	0
ENSMUSG00000031226	188.132735855394	-1.11334976084808	0.30662368116937	-3.63099730784685	0.000282328129902955	0.0157591140631831	Pbdc1	0.462219566926862	2.16347396681766	Down					0	0	0	0					0	0	0	0
ENSMUSG00000078126	136.852426900586	-1.10833116211393	0.264312126895904	-4.19326640487606	2.74966207132854e-05	0.00354554495635485	Rpl23a-ps3	0.463830256522886	2.15596112141653	Down					0	0	0	0					0	0	0	0
ENSMUSG00000113948	77.6625745021833	-1.10829031601842	0.300711908251046	-3.68555512970633	0.000228204675022846	0.0139503301420768	Rpl17-ps3	0.463843388836108	2.15590008194196	Down					0	0	0	0					0	0	0	0
ENSMUSG00000021273	1522.1677525073	-1.1070110612918	0.300697004775102	-3.68148349904503	0.000231880798931433	0.0139712124907191	Fdft1	0.464254866649733	2.15398926718085	Down					0	0	0	0					0	0	0	0
ENSMUSG00000038216	30.5243570166842	-1.10619412812468	0.333286896567265	-3.31904476148952	0.000903259493559098	0.0334036297889475	Pnmt	0.46451782769727	2.15276990542483	Down					0	0	0	0					0	0	0	0
ENSMUSG00000086030	53.0331130057907	-1.10586836102799	0.284973325353268	-3.88060306927709	0.000104197775894438	0.00820337512086254	Gm14255	0.464622729777044	2.15228385507499	Down					0	0	0	0					0	0	0	0
ENSMUSG00000028407	135.398637759687	-1.10565775990103	0.262386100566805	-4.21385796546613	2.51045193699688e-05	0.00329408486014539	Smim27	0.4646905592282	2.15196969282288	Down					0	0	0	0			mmu-miR-146b-3p		0	0	1	0
ENSMUSG00000080816	6.58690292515057	-1.10427058256967	0.341959824802583	-3.22924069576645	0.00124119382633375	0.0404901997770538	Gm12447	0.465137582467448	2.1499015295544	Down					0	0	0	0					0	0	0	0
ENSMUSG00000067038	329.958633941565	-1.10375874572807	0.24407923063126	-4.52213300932418	6.12195686650336e-06	0.00136793056490688	Rps12-ps3	0.465302632447659	2.1491389265082	Down					0	0	0	0					0	0	0	0
ENSMUSG00000029223	70.3104148551575	1.10369763647865	0.313463961801551	3.52097137462131	0.00042996903000307	0.0207055075435983	Uchl1	2.14904789584575	2.14904789584575	Up		mmu-miR-181b-5p		NA	0	1	0	0					0	0	0	0
ENSMUSG00000051726	259.535711998197	1.1027308431424	0.334767924896398	3.29401582748309	0.000987669368867789	0.0347776170228638	Kcnf1	2.14760823665104	2.14760823665104	Up			mmu-miR-335-3p		0	0	1	0				mmu-miR-483-3p	0	0	0	1
ENSMUSG00000103766	42.2147847457607	-1.10113806709034	0.28119466526032	-3.91592801403592	9.00571185619168e-05	0.00738551758428609	Gm38392	0.466148630280156	2.14523852488636	Down					0	0	0	0					0	0	0	0
ENSMUSG00000074800	72.046573620514	-1.10107499087538	0.305787301877957	-3.60078716190389	0.000317255212285872	0.0170816377824679	Gm4149	0.466169011256832	2.14514473474741	Down					0	0	0	0					0	0	0	0
ENSMUSG00000030102	894.101700714282	1.10079976298751	0.295217800575033	3.72877164196515	0.000192415418280681	0.0124824782298662	Itpr1	2.14473553715214	2.14473553715214	Up			mmu-miR-15a-5p		0	0	1	0		mmu-miR-127-5p	mmu-miR-185-5p,mmu-miR-32-5p,mmu-miR-211-5p,mmu-miR-204-5p	NA	0	1	4	0
ENSMUSG00000106568	5.43511370075772	-1.09981534811382	0.341147613009453	-3.22386939311032	0.00126471067129036	0.0407692347865458	Gm42814	0.466576209471884	2.14327258805565	Down					0	0	0	0					0	0	0	0
ENSMUSG00000110079	23.0207320077803	-1.09802436562878	0.343446577759984	-3.19707470311767	0.00138828967636823	0.0431883466687815	Gm45292	0.467155783596402	2.14061354929932	Down					0	0	0	0					0	0	0	0
ENSMUSG00000062611	278.918806703624	-1.096007654042	0.237347360917644	-4.61773684697636	3.87947779756072e-06	0.0010070493873165	Rps3a2	0.467809267004294	2.1376233232909	Down					0	0	0	0					0	0	0	0
ENSMUSG00000101102	15.8293464180496	1.09585679015641	0.34279976785537	3.19678393311737	0.00138968980305767	0.0431883466687815	Gm28609	2.13739980183253	2.13739980183253	Up					0	0	0	0					0	0	0	0
ENSMUSG00000112099	17.0680723329682	-1.09512177272724	0.330370092728877	-3.3148332637542	0.000916978023267775	0.0334914406271451	Gm8960	0.468096611689331	2.13631112686559	Down					0	0	0	0					0	0	0	0
ENSMUSG00000091735	3.94667230532528	-1.09501251875293	0.342967739353508	-3.19275661558438	0.00140921668592953	0.0431883466687815	Gpr62	0.468132061559355	2.13614935210587	Down					0	0	0	0					0	0	0	0
ENSMUSG00000067575	76.1318875263817	-1.09438139681559	0.285158145350449	-3.83780514307467	0.000124138925599808	0.00916248720031247	Rpl35a-ps3	0.468336895594382	2.13521507574343	Down					0	0	0	0					0	0	0	0
ENSMUSG00000056468	10.9991031828329	1.09417441580278	0.342563036917498	3.1940819583121	0.00140276286519857	0.0431883466687815	5730596B20Rik	2.13490876202841	2.13490876202841	Up					0	0	0	0					0	0	0	0
ENSMUSG00000064372	5691.59598751658	-1.09322566906205	0.339707693634007	-3.21813632587276	0.00129026477035319	0.0411487624976573	mt-Tp	0.468712225649326	2.13350526245536	Down					0	0	0	0					0	0	0	0
ENSMUSG00000068397	16.2074176251317	-1.09152619592486	0.328590408601725	-3.32184436109902	0.000894245595920478	0.0332592189681556	Gm10240	0.469264686958463	2.13099350492682	Down					0	0	0	0					0	0	0	0
ENSMUSG00000028836	198.532765846677	1.09143722837762	0.340088077298498	3.20927812891146	0.00133068702910622	0.0417939539602618	Slc30a2	2.13086209571398	2.13086209571398	Up					0	0	0	0					0	0	0	0
ENSMUSG00000029771	42.4075755150758	1.08777054938525	0.305225267796998	3.56382863462245	0.000365484608070731	0.0186576205975934	Irf5	2.12545328326856	2.12545328326856	Up					0	0	0	0					0	0	0	0
ENSMUSG00000084416	420.023803505141	-1.08754160482446	0.259434816345561	-4.1919647491564	2.76548974140408e-05	0.00354554495635485	Rpl10a-ps1	0.470562544348676	2.12511601700926	Down					0	0	0	0					0	0	0	0
ENSMUSG00000022849	82.1283011337979	-1.0873177845881	0.274455773518428	-3.96172312445483	7.44107997739637e-05	0.00633708128459612	Hspbap1	0.470635553257099	2.12478635130593	Down					0	0	0	0					0	0	0	0
ENSMUSG00000079669	5.38737811653486	-1.0807237076118	0.336542950145075	-3.21125047232731	0.00132158689289411	0.0417386395919049	Gm17396	0.472791594633876	2.1150968235262	Down					0	0	0	0					0	0	0	0
ENSMUSG00000023968	19.8612839766956	1.08010005503184	0.342841577949997	3.15043484950176	0.00163027612560486	0.047497880409481	Crip3	2.11418270066213	2.11418270066213	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027907	271.923433913619	-1.07998157574535	0.32456084879213	-3.32751648809324	0.000876238036829701	0.0328153923560282	S100a11	0.473034864320104	2.11400908353194	Down					0	0	0	0					0	0	0	0
ENSMUSG00000081520	4.74764365723917	-1.07921921817845	0.337662707949173	-3.19614571811378	0.00139276752697492	0.0431883466687815	Gm16200	0.473284894295758	2.1128922812717	Down					0	0	0	0					0	0	0	0
ENSMUSG00000102305	28.9215659129981	-1.07695032437333	0.334703082426257	-3.21762894015358	0.00129254915326971	0.0411487624976573	Gm38192	0.474029804324308	2.10957199500445	Down					0	0	0	0					0	0	0	0
ENSMUSG00000112474	5.22750826031783	-1.07527816784515	0.341266652233821	-3.15084453991249	0.00162799117308392	0.047497880409481	Gm46209	0.47457954737381	2.1071283108042	Down					0	0	0	0					0	0	0	0
ENSMUSG00000096942	16.625519979585	-1.07376985697348	0.332896790465958	-3.2255338222712	0.00125737978075607	0.0407692347865458	Rps19-ps6	0.475075970932338	2.10492649846612	Down					0	0	0	0					0	0	0	0
ENSMUSG00000084168	112.909157802362	-1.07307759225371	0.298970322595931	-3.58924452078147	0.000331637663130867	0.0174840165616077	Atp5l2-ps	0.475303986723543	2.10391671000572	Down					0	0	0	0					0	0	0	0
ENSMUSG00000025491	12.0985459052751	-1.07155711600948	0.34340659021793	-3.12037435079348	0.00180621336730684	0.0507762058808715	Ifitm1	0.475805180225697	2.10170053114103	Down					0	0	0	0					0	0	0	0
ENSMUSG00000096971	47.8978818240434	1.07126585438795	0.299231075700032	3.58006217062113	0.000343512468168394	0.017949793100693	4930556M19Rik	2.10127626759302	2.10127626759302	Up					0	0	0	0					0	0	0	0
ENSMUSG00000024424	43.4448411035142	1.07123832328834	0.266342685798647	4.02203019045242	5.76986600939331e-05	0.00535117311468027	Ttc39c	2.10123616910193	2.10123616910193	Up					0	0	0	0					0	0	0	0
ENSMUSG00000043024	25.2734971179804	-1.06680059750667	0.317476988640236	-3.36024542148964	0.000778732626353791	0.0305864074129291	Gm16433	0.477376483232704	2.09478270322029	Down					0	0	0	0					0	0	0	0
ENSMUSG00000034361	267.641741588546	1.06604823424917	0.268009619128365	3.97764915198279	6.95999651164601e-05	0.00595600860904819	Cpne2	2.09369056204385	2.09369056204385	Up					0	0	0	0				mmu-miR-671-5p,mmu-let-7b-3p	0	0	0	2
ENSMUSG00000020886	82.2358617848731	1.06588732876697	0.318663599516291	3.34486690787688	0.000823220636684632	0.0316323868942116	Dlg4	2.09345706328358	2.09345706328358	Up	mmu-miR-9-5p		NA		1	0	0	0				mmu-miR-150-5p,mmu-miR-574-5p,mmu-miR-532-3p,mmu-miR-149-5p	0	0	0	4
ENSMUSG00000086567	301.258184780473	-1.06548327009335	0.319498888451767	-3.33485751783515	0.000853431155611267	0.032441372297206	Gm2830	0.477812575618498	2.0928708264021	Down					0	0	0	0					0	0	0	0
ENSMUSG00000085143	3.16766726933602	-1.06350284062544	0.300819671485895	-3.53535004998935	0.000407235299053863	0.0200940559538722	Gm11520	0.478468933243878	2.08999985269743	Down					0	0	0	0					0	0	0	0
ENSMUSG00000030967	4228.89193194861	-1.06336334396713	0.319543991559967	-3.32775258510088	0.000875495827799755	0.0328153923560282	Zranb1	0.478515199462545	2.08979777679617	Down					0	0	0	0			mmu-miR-154-5p		0	0	1	0
ENSMUSG00000042165	181.414479011336	-1.06292939315248	0.314962502697344	-3.37478075659653	0.000738745189099219	0.029741209726599	Gm9774	0.478659154552077	2.08916927732383	Down					0	0	0	0					0	0	0	0
ENSMUSG00000102562	14.1051656910868	-1.06230757609479	0.342238091031015	-3.1040015823327	0.00190922309871094	0.0525971663616883	Gm37694	0.478865506255366	2.08826901695176	Down					0	0	0	0					0	0	0	0
ENSMUSG00000056836	8.75130885260455	-1.06210767957722	0.342845561283992	-3.0979187118524	0.00194884876297363	0.0532745478199303	Gm6851	0.478931861359042	2.08797969122862	Down					0	0	0	0					0	0	0	0
ENSMUSG00000100862	308586.834799904	-1.06203532977076	0.336252991160716	-3.15844128584466	0.0015861525677216	0.0465183883851333	Gm10925	0.47895587994603	2.08787498362622	Down					0	0	0	0					0	0	0	0
ENSMUSG00000060438	15.6324215100893	-1.06106368365247	0.335411844587387	-3.16346515716448	0.00155903012408234	0.046236645886602	Rps10-ps1	0.479278562396146	2.08646928625498	Down					0	0	0	0					0	0	0	0
ENSMUSG00000108391	18.6188789283251	-1.05785532800491	0.335592707172226	-3.15219998944144	0.00162045246012218	0.0473674832980268	Gm9768	0.480345598130941	2.08183442065686	Down					0	0	0	0					0	0	0	0
ENSMUSG00000065987	12.7418892866184	1.05771185212964	0.342523246209052	3.08800019804812	0.00201508336640854	0.0541656855122319	Cd209b	2.0816273927298	2.0816273927298	Up					0	0	0	0			mmu-miR-23b-3p		0	0	1	0
ENSMUSG00000112908	25.758742691646	-1.05665393088023	0.310778751303309	-3.40001987410322	0.000673809554506634	0.0283512172174122	Gm7392	0.480745770137826	2.08010150502896	Down					0	0	0	0					0	0	0	0
