baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mgi_symbol	foldChange	absFoldChange	regulation	val.sig.up	val.sig.down	val.nsig.up	val.nsig.down	pred.sig.up	pred.sig.down	pred.nsig.up	pred.nsig.down	val.sig.up.freq	val.sig.down.freq	val.nsig.up.freq	val.nsig.down.freq	pred.sig.up.freq	pred.sig.down.freq	pred.nsig.up.freq	pred.nsig.down.freq
ENSMUSG00000031393	1667.20361770114	1.07680432674594	0.265743048640545	4.05205077707403	5.0770642449508e-05	0.0127744099519143	Mecp2	2.10935852166893	2.10935852166893	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022812	3390.98087768963	1.07517046526689	0.278552779462217	3.85984468488395	0.000113459115386936	0.0198412841174159	Gsk3b	2.10697101166994	2.10697101166994	Up					0	0	0	0					0	0	0	0
ENSMUSG00000030699	21.2451013825	1.07449293543794	0.333426476788861	3.22257832007249	0.00127042428814901	0.0590698031359751	Tbx6	2.10598175162824	2.10598175162824	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042659	252.989438420529	1.07334520699726	0.298825874022379	3.59187506941544	0.000328307237994112	0.0306952534392233	Arrdc4	2.10430701519076	2.10430701519076	Up					0	0	0	0					0	0	0	0
ENSMUSG00000028862	294.627329137161	1.07188519836766	0.336623074809532	3.18422971738985	0.00145139781826819	0.0621091862699778	Map3k6	2.10217853186588	2.10217853186588	Up					0	0	0	0					0	0	0	0
ENSMUSG00000054277	174.067611423307	1.06952143485797	0.281072480286611	3.80514461525148	0.000141721363802981	0.022716194049013	Arfgap3	2.09873706693501	2.09873706693501	Up					0	0	0	0					0	0	0	0
ENSMUSG00000111325	41.8942159285678	1.06426318836511	0.340363504298932	3.12684284573119	0.00176694350684714	0.0678358333967496	ENSMUSG00000111325	2.09110164167809	2.09110164167809	Up					0	0	0	0					0	0	0	0
ENSMUSG00000073409	197.514683326212	1.05835430105305	0.326201587533705	3.24447930819374	0.00117665565941807	0.0563466234324555	H2-Q6	2.08255457210597	2.08255457210597	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042354	799.480538029647	1.05782050939365	0.305882675088123	3.45825571549254	0.000543685075403655	0.0386889501961488	Gnl3	2.08178417739224	2.08178417739224	Up					0	0	0	0					0	0	0	0
ENSMUSG00000029661	1851.30714949158	-1.05190645510081	0.343751743525118	-3.0600759848188	0.00221280843196395	0.0727119593996509	Col1a2	0.482330365763878	2.07326776620476	Down					0	0	0	0					0	0	0	0
ENSMUSG00000058922	84.181501631003	1.0517716570213	0.298558868589238	3.52282838554142	0.000426967733553679	0.0347184430593109	Gm10052	2.07307405966981	2.07307405966981	Up					0	0	0	0					0	0	0	0
ENSMUSG00000023055	2607.16115473153	1.05155822647649	0.261356878453073	4.02345724627754	5.73499989765395e-05	0.0137316247549472	Calcoco1	2.0727673943062	2.0727673943062	Up					0	0	0	0					0	0	0	0
ENSMUSG00000031778	48.5782422735056	1.05099551621858	0.289197476465225	3.63417941630952	0.000278866761568406	0.0299983846049492	Cx3cl1	2.07195908762601	2.07195908762601	Up					0	0	0	0					0	0	0	0
ENSMUSG00000032122	18.6409567884787	-1.05073807319439	0.327100392674409	-3.21228007280407	0.00131685929563154	0.0592387158898491	Slc37a2	0.482721144351728	2.07158938799533	Down					0	0	0	0					0	0	0	0
ENSMUSG00000038007	157.044907195632	1.05067644747241	0.317013013682003	3.31430068207342	0.000918726540151129	0.0508899085393415	Acer2	2.07150090050387	2.07150090050387	Up					0	0	0	0					0	0	0	0
ENSMUSG00000030630	59.7784273296287	1.05067464094958	0.343068158488771	3.06258279864226	0.00219435759285201	0.0723894188130847	Fah	2.07149830660064	2.07149830660064	Up					0	0	0	0					0	0	0	0
ENSMUSG00000090952	64.3649051139995	1.04907143198633	0.30964470651777	3.3879843895414	0.000704082714528933	0.0441017210851562	Gm17251	2.06919761243445	2.06919761243445	Up					0	0	0	0					0	0	0	0
ENSMUSG00000045374	292.421596148983	1.04565388881694	0.329713618104283	3.17140036504715	0.00151705899293366	0.0634395284468012	Wdr81	2.06430177319441	2.06430177319441	Up					0	0	0	0					0	0	0	0
ENSMUSG00000000826	396.734470724658	1.04548299803683	0.338330011931136	3.09012786678122	0.00200070342714988	0.0700482131510376	Dnajc5	2.06405726604772	2.06405726604772	Up					0	0	0	0					0	0	0	0
ENSMUSG00000034265	123.702742745336	1.04514488298981	0.296667077430721	3.52295540186415	0.000426763166484104	0.0347184430593109	Zdhhc14	2.06357358306113	2.06357358306113	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038335	906.857599341629	1.04489037741972	0.283609972571666	3.68425118462886	0.000229375962466134	0.0275694383209803	Tsr1	2.06320958052796	2.06320958052796	Up					0	0	0	0					0	0	0	0
ENSMUSG00000047648	437.375766209098	1.04252808781324	0.309960985797366	3.36341712532423	0.000769839466551186	0.0457130675238094	Fbxo30	2.0598340158443	2.0598340158443	Up					0	0	0	0					0	0	0	0
ENSMUSG00000087370	597.517708874858	1.04210824416217	0.318389526260872	3.27306069518228	0.00106389629213637	0.0537195253631443	Tmem170b	2.0592346636693	2.0592346636693	Up			mmu-miR-201-5p		0	0	1	0					0	0	0	0
ENSMUSG00000001995	222.005765119283	1.04199162653394	0.288712818874797	3.6090937374894	0.000307268573977637	0.0306952534392233	Sipa1l2	2.05906821590998	2.05906821590998	Up					0	0	0	0					0	0	0	0
ENSMUSG00000079164	26.5275689210909	-1.04100756526404	0.341637585243746	-3.04711076950542	0.00231052547626815	0.0742889196984422	Tlr5	0.485987945540265	2.0576642058237	Down					0	0	0	0					0	0	0	0
ENSMUSG00000089703	53.9878892075465	-1.04007258624841	0.343335820078624	-3.02931568867539	0.00245108411653079	0.0761220579705011	Gm15833	0.486303005750139	2.0563311108009	Down					0	0	0	0					0	0	0	0
ENSMUSG00000026826	38.6703231476556	1.03959327361894	0.343746075347533	3.02430587045362	0.00249204347610018	0.0764346805841057	Nr4a2	2.05564804075995	2.05564804075995	Up					0	0	0	0					0	0	0	0
ENSMUSG00000009905	210.149146850306	1.03840520073528	0.269781581384004	3.8490589142823	0.00011857248950099	0.0202322828349678	Kdsr	2.0539558921835	2.0539558921835	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042719	1249.75788588528	1.03747443425942	0.304018858984809	3.41253314917302	0.000643620985315493	0.041905936521967	Naa25	2.0526311931486	2.0526311931486	Up					0	0	0	0					0	0	0	0
ENSMUSG00000039480	219.755840141507	1.03703797420278	0.281984072397325	3.67764734151919	0.000235395104681963	0.0275694383209803	Nt5dc1	2.05201030238679	2.05201030238679	Up					0	0	0	0					0	0	0	0
ENSMUSG00000035569	4224.10783914852	1.03522311701508	0.248537161819761	4.16526490217919	3.10991251392019e-05	0.0107364305277082	Ankrd11	2.04943057200087	2.04943057200087	Up					0	0	0	0					0	0	0	0
ENSMUSG00000087178	13.4153797251324	-1.03485319665491	0.316999224418537	-3.26452911218667	0.00109646194572144	0.0544929543889264	A230056P14Rik	0.488065541617148	2.04890514640025	Down					0	0	0	0					0	0	0	0
ENSMUSG00000029093	50.8709573640782	-1.0346005722466	0.293046757567792	-3.53049656933077	0.000414780394547725	0.0347184430593109	Sorcs2	0.488151012254284	2.04854640243804	Down					0	0	0	0					0	0	0	0
ENSMUSG00000003418	56.2900826477037	1.03318057745713	0.318336418539735	3.24556198186972	0.00117219043932447	0.0563144565429507	St8sia6	2.04653108109333	2.04653108109333	Up					0	0	0	0					0	0	0	0
ENSMUSG00000030530	1421.11773947062	1.03221790488043	0.283815048222618	3.63693860260286	0.000275897661317183	0.0298956261478363	Furin	2.04516594007023	2.04516594007023	Up					0	0	0	0					0	0	0	0
ENSMUSG00000040729	43.536337371003	1.03166637777562	0.329964910684092	3.12659420553764	0.00176843836473844	0.0678358333967496	Cep126	2.04438424411867	2.04438424411867	Up					0	0	0	0					0	0	0	0
ENSMUSG00000029097	52.9795873871081	1.03037334484381	0.286970318251636	3.59052236175975	0.000330015914299961	0.0306952534392233	Trmt44	2.04255276080651	2.04255276080651	Up					0	0	0	0					0	0	0	0
ENSMUSG00000044285	3066.01525427825	1.03002606607451	0.291132576802273	3.53799659724808	0.000403175254062792	0.0344176952563406	Gm1821	2.04206114627825	2.04206114627825	Up					0	0	0	0					0	0	0	0
ENSMUSG00000053963	37.7736496723246	-1.02977481090508	0.325607235803044	-3.16262876764807	0.0015635157152641	0.0637648098711419	Stum	0.489786593218	2.04170553838518	Down					0	0	0	0					0	0	0	0
ENSMUSG00000035828	753.060275651227	1.02854381928877	0.332041343274986	3.09763780962953	0.00195069675608709	0.069158131669835	Pim3	2.03996417906964	2.03996417906964	Up					0	0	0	0					0	0	0	0
ENSMUSG00000052253	681.889689865969	1.02797716895662	0.283079187364013	3.63141203890323	0.000281874731789618	0.0301038157799776	Zfp622	2.03916309542765	2.03916309542765	Up					0	0	0	0					0	0	0	0
ENSMUSG00000103034	276.47707275918	1.0259765992198	0.314307613796081	3.26424354417786	0.0010975677576483	0.0544929543889264	Gm8797	2.03633736949288	2.03633736949288	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038658	876.385436844188	1.0256493283073	0.31148559331088	3.29276650456074	0.00099206826496703	0.0521692352762489	Ric1	2.03587548504283	2.03587548504283	Up					0	0	0	0			mmu-miR-25-3p		0	0	1	0
ENSMUSG00000085156	22.2418433915193	1.02557307133291	0.330785342588674	3.10041872867443	0.00193247237975135	0.0689604626860789	Snhg15	2.03576787699168	2.03576787699168	Up					0	0	0	0					0	0	0	0
ENSMUSG00000087635	16.3628158378161	1.02379071101627	0.333250563157795	3.07213497650264	0.00212533597218119	0.0718692767813889	Gm13414	2.03325436490372	2.03325436490372	Up					0	0	0	0					0	0	0	0
ENSMUSG00000033308	94.5352394750696	1.02125483962727	0.297405158057275	3.43388408694175	0.000594998575034149	0.0401488811199179	Dpyd	2.02968358758619	2.02968358758619	Up					0	0	0	0					0	0	0	0
ENSMUSG00000061878	15.4882425932487	1.02123221311767	0.341452010872232	2.99085136593268	0.0027820086821194	0.0817385523064577	Sphk1	2.02965175529055	2.02965175529055	Up					0	0	0	0					0	0	0	0
ENSMUSG00000055319	828.89801573318	1.01821251754399	0.243612791837717	4.17963486179443	2.9197752651195e-05	0.0104844253456199	Sec23ip	2.02540794734171	2.02540794734171	Up				mmu-miR-369-3p	0	0	0	1					0	0	0	0
ENSMUSG00000060795	12.7890951074745	1.01706077265153	0.322819110615096	3.15055936655557	0.00162958134883249	0.0646821794743804	Gm13363	2.02379165125128	2.02379165125128	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038446	271.404560034557	1.01644840428633	0.247682140991883	4.10384212691232	4.06344804739333e-05	0.0111707196784359	Cdc40	2.02293281208687	2.02293281208687	Up					0	0	0	0					0	0	0	0
ENSMUSG00000097275	42.3561485993499	1.01580189772769	0.314731988984483	3.22751399057111	0.00124870934503688	0.0582927365631211	Gm26648	2.02202649002976	2.02202649002976	Up					0	0	0	0					0	0	0	0
ENSMUSG00000008348	19781.5713308057	1.01568492831277	0.333160936643136	3.04863150688256	0.0022988627167141	0.0741882978904801	Ubc	2.02186255679296	2.02186255679296	Up					0	0	0	0					0	0	0	0
ENSMUSG00000021819	1111.97567925496	1.01483578041285	0.241468869004114	4.20276031688194	2.63679743360695e-05	0.010300857342604	Zswim8	2.020672870036	2.020672870036	Up					0	0	0	0					0	0	0	0
ENSMUSG00000033228	1942.93973059736	1.01145396791496	0.28597979778179	3.53680216490931	0.00040500291772215	0.0344176952563406	Scaf11	2.01594177053023	2.01594177053023	Up					0	0	0	0					0	0	0	0
ENSMUSG00000002052	2074.91763797012	1.01048841313169	0.231527438601499	4.36444345100248	1.27446811401204e-05	0.0065239583284513	Supt6	2.01459300939904	2.01459300939904	Up					0	0	0	0					0	0	0	0
ENSMUSG00000098134	299.462862479151	1.01024180192586	0.282472605334765	3.5764239888983	0.000348326537289155	0.031386154090145	Rnf113a2	2.01424866860846	2.01424866860846	Up					0	0	0	0					0	0	0	0
ENSMUSG00000041895	1865.00871953586	1.00933230152675	0.245738185983547	4.1073482230162	4.00227604787047e-05	0.0111707196784359	Wipi1	2.01297925089543	2.01297925089543	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027649	358.405679284624	1.00772611623829	0.291458451724982	3.45752923023544	0.00054515309884917	0.0386889501961488	Ctnnbl1	2.01073940225977	2.01073940225977	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027896	19.2723725745037	1.00474545453219	0.331588807199674	3.03009460125461	0.00244477149504819	0.076085184159309	Slc16a4	2.00658942821568	2.00658942821568	Up					0	0	0	0					0	0	0	0
ENSMUSG00000025982	3872.44937809637	1.00386001315553	0.285919791796426	3.51098469556201	0.000446450100520702	0.0356319986141388	Sf3b1	2.00535827946657	2.00535827946657	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022237	929.899771274872	1.00085841107058	0.326700716372229	3.06353295512902	0.00218740111091292	0.0723894188130847	Ankrd33b	2.0011903645281	2.0011903645281	Up					0	0	0	0					0	0	0	0
ENSMUSG00000020893	2185.2169685421	0.998950065791537	0.285491385336429	3.49905502267381	0.000466910219069259	0.036129249765177	Per1	1.99854501163187	1.99854501163187	Up					0	0	0	0					0	0	0	0
ENSMUSG00000019813	81.3439239857745	0.998623292288732	0.262971218563187	3.79746231448816	0.000146184992592516	0.0230863427131479	Cep57l1	1.99809238818756	1.99809238818756	Up					0	0	0	0					0	0	0	0
ENSMUSG00000034575	243.8350939256	0.997995041325212	0.26540407655389	3.76028527626089	0.000169719700550713	0.0247985354657832	Papd7	1.997222467554	1.997222467554	Up					0	0	0	0			mmu-miR-25-3p		0	0	1	0
ENSMUSG00000021709	2189.23139654227	0.997974537401431	0.322565259649224	3.09386862827908	0.00197564947624303	0.0693665217417138	Erbin	1.99719408275673	1.99719408275673	Up					0	0	0	0					0	0	0	0
ENSMUSG00000000787	7931.94944192285	0.997075527041997	0.310246090967793	3.21382140200924	0.00130981116450619	0.0592020683823536	Ddx3x	1.9959499259486	1.9959499259486	Up					0	0	0	0					0	0	0	0
ENSMUSG00000039431	28.255670099701	0.993822243058306	0.342393835997618	2.90257048630168	0.00370113860451077	0.0967313425773985	Mtmr7	1.99145412057864	1.99145412057864	Up					0	0	0	0					0	0	0	0
ENSMUSG00000041378	142.547999647042	0.993638234671105	0.330018002110138	3.01086070553052	0.00260508328927351	0.0788859498720872	Cldn5	1.99120013696986	1.99120013696986	Up					0	0	0	0					0	0	0	0
ENSMUSG00000073060	13.4833261127559	0.993618732447435	0.324392920538432	3.06300991648712	0.00219122798438745	0.0723894188130847	Zxda	1.99117322028485	1.99117322028485	Up					0	0	0	0					0	0	0	0
ENSMUSG00000038848	1402.11425786067	0.992860214098784	0.239119672928875	4.15214775905999	3.29369478841369e-05	0.0108089640046163	Ythdf1	1.99012660654634	1.99012660654634	Up					0	0	0	0				mmu-miR-369-3p	0	0	0	1
ENSMUSG00000067931	103.715551461065	0.992046585395737	0.34291243242787	2.89300267818201	0.00381578043440591	0.0983424662304788	Zfp948	1.98900456233234	1.98900456233234	Up					0	0	0	0					0	0	0	0
ENSMUSG00000039483	180.61544295107	0.991213089096433	0.295079142739102	3.35914317730287	0.000781845479841538	0.0458754788468286	Asb6	1.98785577544799	1.98785577544799	Up					0	0	0	0					0	0	0	0
ENSMUSG00000042472	347.581474544885	0.990608951439671	0.28690943896278	3.45268860801815	0.000555029311005765	0.0386889501961488	Zfp410	1.98702352255952	1.98702352255952	Up					0	0	0	0					0	0	0	0
ENSMUSG00000015575	305.680887402126	0.988124550095569	0.268316857693908	3.68267785553305	0.000230796739039575	0.0275694383209803	Atp6v0e	1.98360470174845	1.98360470174845	Up					0	0	0	0					0	0	0	0
ENSMUSG00000000346	2204.40719585037	0.987767388207734	0.238769492545464	4.13690785065288	3.52017392616756e-05	0.0108868712362411	Dazap2	1.9831136899331	1.9831136899331	Up					0	0	0	0					0	0	0	0
ENSMUSG00000040859	1266.24409445807	0.987360247341318	0.281750430408645	3.50437884303946	0.000457673768753883	0.0359479740590021	Bsdc1	1.98255411726859	1.98255411726859	Up					0	0	0	0			mmu-miR-25-3p		0	0	1	0
ENSMUSG00000037347	24.277105905885	-0.987183165221556	0.320858844150007	-3.07668990031028	0.00209312928473949	0.0712113557161572	Chst7	0.50446176616015	1.9823107856355	Down					0	0	0	0			mmu-miR-25-3p		0	0	1	0
ENSMUSG00000105704	1000.94421905908	0.983827853385323	0.292675511493219	3.36149699838525	0.000775211991863921	0.0458345385565091	Gm43055	1.9777058330064	1.9777058330064	Up					0	0	0	0					0	0	0	0
ENSMUSG00000107191	50.9393322535945	0.981164236917737	0.320816250055875	3.0583370909262	0.00222569057222171	0.0729368135643073	Gm43579	1.97405780642502	1.97405780642502	Up					0	0	0	0					0	0	0	0
ENSMUSG00000073198	78.2168617275138	0.980401602943795	0.315463516595405	3.10781295258684	0.00188477315401186	0.0682425791983075	Bnip3l-ps	1.97301456051053	1.97301456051053	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022521	1470.68071171815	0.98032510326176	0.254268932808029	3.85546552005194	0.000115509611155087	0.0199388392743868	Crebbp	1.97290994312389	1.97290994312389	Up					0	0	0	0					0	0	0	0
ENSMUSG00000023025	1577.09091359362	0.975567809985	0.320781506906292	3.04122210595509	0.00235619952571983	0.074883713692534	Larp4	1.96641497833529	1.96641497833529	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022500	119.969386119814	0.9744569822389	0.286651547395899	3.39944783515527	0.000675220585629623	0.0428361093746656	Litaf	1.96490148620147	1.96490148620147	Up					0	0	0	0					0	0	0	0
ENSMUSG00000029634	1070.70098778773	0.972635955485863	0.27935317342224	3.48174299783497	0.000498161559888197	0.0375391287134025	Rnf6	1.96242287444488	1.96242287444488	Up					0	0	0	0					0	0	0	0
ENSMUSG00000026170	1570.91173356315	0.971381874303711	0.308551274735227	3.14820243454599	0.00164277883988384	0.0648591805267969	Cyp27a1	1.96071775437851	1.96071775437851	Up					0	0	0	0					0	0	0	0
ENSMUSG00000049892	51.2441984406656	0.970871524514861	0.329616421457492	2.94545860373667	0.00322476296168131	0.089058025361536	Rasd1	1.96002427800589	1.96002427800589	Up					0	0	0	0			mmu-miR-93-5p		0	0	1	0
ENSMUSG00000045078	693.235677538178	0.969354422092102	0.24596792901248	3.94097891535655	8.11497597663774e-05	0.0164035054286407	Rnf216	1.9579642482805	1.9579642482805	Up					0	0	0	0					0	0	0	0
ENSMUSG00000040111	423.681037672805	0.964221332625807	0.334230217498452	2.88490172983917	0.0039153585809988	0.098990310799421	Gramd1b	1.95101021644675	1.95101021644675	Up					0	0	0	0					0	0	0	0
ENSMUSG00000025736	148.172128033271	0.962597572908543	0.333719219658833	2.884453505233	0.00392093652745433	0.098990310799421	Jmjd8	1.94881558099494	1.94881558099494	Up					0	0	0	0					0	0	0	0
ENSMUSG00000047787	89.9183315366327	0.962401124976704	0.311663156624559	3.08795282509459	0.00201540461521605	0.0702316467438552	Flrt1	1.94855023404666	1.94855023404666	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027665	1115.44780449602	0.962354642256771	0.299871984433739	3.20921824049027	0.00133096424875735	0.059323770703507	Pik3ca	1.94848745400435	1.94848745400435	Up					0	0	0	0					0	0	0	0
ENSMUSG00000063952	425.56635652733	0.962184760792544	0.319733227449029	3.00933615335908	0.00261819255304422	0.0789005891017388	Brpf3	1.94825802754602	1.94825802754602	Up					0	0	0	0					0	0	0	0
ENSMUSG00000035686	336.232541264966	-0.961646609611343	0.325776603233876	-2.95185903488893	0.00315867094260485	0.087823683174559	Thrsp	0.513470532860508	1.94753142780964	Down					0	0	0	0					0	0	0	0
ENSMUSG00000029110	507.517076136153	0.959924825836903	0.233699587104055	4.10751613955354	3.99936839452765e-05	0.0111707196784359	Rnf4	1.94520853367113	1.94520853367113	Up					0	0	0	0					0	0	0	0
ENSMUSG00000106209	25.7841939591444	0.959521876289991	0.332285692140499	2.88764126468702	0.00388142270366609	0.098990310799421	Gm42918	1.94466530629225	1.94466530629225	Up					0	0	0	0					0	0	0	0
ENSMUSG00000028840	106.695333068522	0.959305282542197	0.30406831511971	3.15490051031632	0.00160552844414152	0.0642427756153124	Zfp593	1.94437337298778	1.94437337298778	Up					0	0	0	0					0	0	0	0
ENSMUSG00000031601	1156.14830330713	0.958816591249164	0.26613753976171	3.6027108092592	0.000314915820575048	0.0306952534392233	Cnot7	1.94371485722643	1.94371485722643	Up					0	0	0	0					0	0	0	0
ENSMUSG00000040260	128.627622355292	0.956482296080068	0.289238196216182	3.30690174600998	0.000943339734644652	0.0512104015975433	Daam2	1.94057244983569	1.94057244983569	Up					0	0	0	0					0	0	0	0
ENSMUSG00000062081	80.9894451732805	0.956023708181696	0.331270810790263	2.88592799921326	0.00390261426921147	0.098990310799421	Gm6055	1.93995570021658	1.93995570021658	Up					0	0	0	0					0	0	0	0
ENSMUSG00000060487	62.6032557774998	-0.955824688191909	0.290472798332372	-3.29058243553054	0.000999802024785116	0.0521692352762489	Samd5	0.515546803233032	1.9396881015049	Down					0	0	0	0					0	0	0	0
ENSMUSG00000020723	11.5827616595291	0.955255482545257	0.325847779317773	2.931600407237	0.00337220336601232	0.091018834488096	Cacng4	1.93892296153178	1.93892296153178	Up					0	0	0	0					0	0	0	0
ENSMUSG00000015942	191.003575719765	0.954840494583163	0.310460784754958	3.07555910913774	0.00210108277559292	0.0712113557161572	Gtf2ird2	1.93836531493856	1.93836531493856	Up					0	0	0	0					0	0	0	0
ENSMUSG00000066036	8849.48846383927	0.953830174442556	0.277140685800669	3.44168223329212	0.000578108927409174	0.0395037396718896	Ubr4	1.93700835182546	1.93700835182546	Up					0	0	0	0					0	0	0	0
ENSMUSG00000022440	43.2453246888959	-0.952748309870742	0.31382652581104	-3.03590752059119	0.00239812906399794	0.0752647483193435	C1qtnf6	0.516647319395096	1.93555635045358	Down					0	0	0	0					0	0	0	0
ENSMUSG00000029516	15.2405008588953	-0.951620098142367	0.323768925010925	-2.93919528599063	0.00329065664295418	0.0896326566323942	Cit	0.517051504286566	1.93404330460234	Down					0	0	0	0					0	0	0	0
ENSMUSG00000031765	713.495848531848	0.950306926762869	0.323516866365641	2.93742622274545	0.00330948906654914	0.0898160241186873	Mt1	1.93228369863226	1.93228369863226	Up					0	0	0	0					0	0	0	0
ENSMUSG00000037656	1734.90387387478	0.9494435316045	0.25237244688518	3.76207285431782	0.000168510942583607	0.0247985354657832	Slc20a2	1.9311276502439	1.9311276502439	Up					0	0	0	0					0	0	0	0
ENSMUSG00000026012	129.063123012303	-0.949172151467943	0.327221952595363	-2.90069826898709	0.0037233220749639	0.0969333326462434	Cd28	0.517929575470222	1.9307644269824	Down			mmu-miR-93-5p		0	0	1	0					0	0	0	0
ENSMUSG00000026812	2403.75602592419	0.947932023267245	0.266134604138394	3.56185181681336	0.000368248221337318	0.0323470109216123	Tsc1	1.92910547166546	1.92910547166546	Up					0	0	0	0					0	0	0	0
ENSMUSG00000056501	1404.22096700385	0.947622699082395	0.324122133658686	2.92365932676564	0.00345943131938252	0.092365571827758	Cebpb	1.92869190192636	1.92869190192636	Up					0	0	0	0				mmu-miR-369-3p	0	0	0	1
ENSMUSG00000026037	523.874984074089	0.94742542567235	0.257421465584849	3.68044453293685	0.000232827703028866	0.0275694383209803	Orc2	1.92842819157488	1.92842819157488	Up					0	0	0	0					0	0	0	0
ENSMUSG00000061079	263.834136254946	0.947219841941668	0.285324830127638	3.31979464078866	0.000900836878486981	0.050697093431866	Zfp143	1.92815341055407	1.92815341055407	Up					0	0	0	0					0	0	0	0
ENSMUSG00000029512	2263.39980840594	0.945851303207127	0.280026675093447	3.37771857945851	0.000730898391185671	0.0444679779391446	Ulk1	1.92632523384962	1.92632523384962	Up					0	0	0	0					0	0	0	0
ENSMUSG00000024383	318.201482558485	0.944736048654328	0.294961305408297	3.2029152005094	0.00136044033891276	0.0593992259739999	Map3k2	1.9248366913874	1.9248366913874	Up					0	0	0	0			mmu-miR-93-5p		0	0	1	0
ENSMUSG00000038393	14860.0755845077	0.944709288821371	0.325440272771186	2.90286534231609	0.0036976558964148	0.0967313425773985	Txnip	1.92480098887982	1.92480098887982	Up					0	0	0	0			mmu-miR-93-5p		0	0	1	0
ENSMUSG00000054509	810.986076209375	0.943076860079246	0.25601476824111	3.68368147883982	0.00022988947795779	0.0275694383209803	Parp4	1.92262428252535	1.92262428252535	Up					0	0	0	0					0	0	0	0
ENSMUSG00000039377	188.262521723146	0.942405347139844	0.31060555243146	3.03409047186238	0.0024126206645561	0.0754007447691271	Hlx	1.92172959125308	1.92172959125308	Up					0	0	0	0					0	0	0	0
ENSMUSG00000029227	712.943838739051	0.94153021259224	0.276179074696764	3.40912943395879	0.000651705508814093	0.0420633403406314	Fip1l1	1.92056422925142	1.92056422925142	Up					0	0	0	0					0	0	0	0
ENSMUSG00000021891	171.534278309033	0.940594513784825	0.255936356209116	3.67511098351459	0.000237746043166272	0.0275729688344008	Mettl6	1.91931899934149	1.91931899934149	Up					0	0	0	0					0	0	0	0
ENSMUSG00000015357	1988.39181848924	0.938802768461456	0.216156959640332	4.34315309589638	1.40452184193785e-05	0.00695004224785582	Clpx	1.91693679371308	1.91693679371308	Up					0	0	0	0					0	0	0	0
ENSMUSG00000026353	2439.76630291444	0.937667541405282	0.294633606180256	3.18248672838637	0.00146016207532652	0.0621091862699778	Ubxn4	1.91542898888331	1.91542898888331	Up					0	0	0	0					0	0	0	0
ENSMUSG00000015839	1326.3507069373	0.935326218837398	0.276360862909601	3.38443804593036	0.000713241131183149	0.0442387545486011	Nfe2l2	1.91232299631862	1.91232299631862	Up					0	0	0	0					0	0	0	0
ENSMUSG00000071252	64.2065678170022	0.932593632799152	0.277020482867655	3.36651507912032	0.000761244201745776	0.0454636636896859	2210408I21Rik	1.90870432345696	1.90870432345696	Up					0	0	0	0					0	0	0	0
ENSMUSG00000024991	7139.01541254483	0.930643958325516	0.315987770120646	2.9451898026629	0.00322756602522778	0.089058025361536	Eif3a	1.90612662090351	1.90612662090351	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027397	446.806382631893	0.92960779302445	0.289581033523141	3.21018190215888	0.00132650998404223	0.059323770703507	Slc20a1	1.90475810356748	1.90475810356748	Up					0	0	0	0					0	0	0	0
ENSMUSG00000054499	299.864390567757	0.929441878349519	0.293843241108739	3.1630534527271	0.00156123662883287	0.0637648098711419	Dedd2	1.904539062716	1.904539062716	Up					0	0	0	0					0	0	0	0
ENSMUSG00000003226	2726.20808838963	0.928714761005471	0.304989627238226	3.04506998947888	0.00232626168213691	0.0744253333433674	Ranbp2	1.9035794181416	1.9035794181416	Up					0	0	0	0					0	0	0	0
ENSMUSG00000027787	562.297606573593	0.927834486678795	0.278979180511458	3.32581981557828	0.00088158898421396	0.0505296852148889	Nmd3	1.9024182850308	1.9024182850308	Up					0	0	0	0					0	0	0	0
ENSMUSG00000098230	49.3431498446451	0.926791180237207	0.320919923960568	2.88792035346202	0.00387798054225342	0.098990310799421	1700095B10Rik	1.90104302019842	1.90104302019842	Up					0	0	0	0					0	0	0	0
ENSMUSG00000047153	196.201002871325	0.92637189157707	0.271692471255592	3.40963401486968	0.000650501092462612	0.0420633403406314	Khnyn	1.90049060271489	1.90049060271489	Up					0	0	0	0					0	0	0	0
ENSMUSG00000056493	1058.54528781982	0.92409482879831	0.291776494941221	3.16713253061893	0.00153950140177028	0.0636598838698602	Foxk1	1.89749334901596	1.89749334901596	Up				mmu-miR-541-5p	0	0	0	1					0	0	0	0
ENSMUSG00000027244	1150.85266151524	0.923833542865908	0.247768752942801	3.72861198958039	0.000192537341496499	0.0254687355257517	Atg13	1.89714972585821	1.89714972585821	Up				mmu-miR-541-5p	0	0	0	1					0	0	0	0
